content,day,person
https://vm.tiktok.com/ZMRpofyt3/,9/23/21,Itza
https://vm.tiktok.com/ZMRpoF6FB/,9/23/21,Itza
https://vm.tiktok.com/ZMRpoPpQH/,9/23/21,Itza
https://vm.tiktok.com/ZMRsE9VoP/,9/24/21,Itza
Como es la concepción del humano en la Biblia de Israel,9/26/21,Itza
Como es la concepción del humano de Israel en la biblia,9/26/21,Itza
Concepción del humano en la biblia hebrea,9/26/21,Itza
Biblia hebrea concepción del humano,9/26/21,Itza
"Cuáles usamos en whats, Telegram o lo que quieras? 😂😂😂😂",9/27/21,Itza
Vavava de aquí a la siguiente carrera jajaja,9/27/21,Itza
Yo quiero la de checo con la llanta como Jesús 😂,9/27/21,Itza
Vavavava,9/27/21,Itza
Nop,10/01/2021,Itza
Siiiiii uuuueeee,10/01/2021,Itza
Tienes 7 mal jajajaja,10/01/2021,Itza
Me das lástima y pena 🤦,10/01/2021,Itza
https://mob.nonolive.com/room/49253795,10/10/2021,Itza
Esos han juntos,10/10/2021,Itza
Van*,10/10/2021,Itza
"a corto plazo el crecimiento económico genera un mayor  deterioro medio ambiental, pero en el largo plazo, en la medida que las economías son más ricas, se plantea que el crecimiento económico es beneficioso para el medio ambiente, esto es, la calidad del medio ambiente mejora con el incremento en el ingreso.",10/10/2021,Itza
En la de bloqueo c:,10/11/2021,Itza
Sea discreta 😎🤙,10/11/2021,Itza
Sacan a dos usuarios del Cablebús por riña en Línea 2,10/14/21,Itza
Pinche graciosita,10/15/21,Itza
https://vm.tiktok.com/ZM8jFneVE/,10/15/21,Itza
"Wey así hazle a ""Y"" 😂",10/16/21,Itza
Sip,10/16/21,Itza
Ahí voy,10/16/21,Itza
Bajo en 3,10/16/21,Itza
Ya voy,10/16/21,Itza
Dile que bajo con el papá de meli,10/16/21,Itza
Mazapán 🥵👌,10/17/21,Itza
Vas,10/17/21,Itza
https://tinyurl.com/octubrecelexinscripciones,10/18/21,Itza
https://vm.tiktok.com/ZM8hmLVDf/,10/19/21,Itza
https://vm.tiktok.com/ZM8havs1u/,10/19/21,Itza
https://vm.tiktok.com/ZM8haG7tU/,10/19/21,Itza
https://vm.tiktok.com/ZM8ha7NFF/,10/19/21,Itza
https://vm.tiktok.com/ZM8hmRoPy/,10/19/21,Itza
https://vm.tiktok.com/ZM8hapo9H/,10/19/21,Itza
https://www.nonolive.com/room/49253795,10/22/21,Itza
https://trovo.live/Marcus_F1,10/22/21,Itza
https://trovo.live/Marcus_F1_,10/24/21,Itza
?,11/03/2021,Itza
Veeeeen,11/03/2021,Itza
Ando haciendo una tarea de Melissa,11/03/2021,Itza
Veeeeeeeen,11/03/2021,Itza
Veeeeeeen,11/03/2021,Itza
Correeeeee,11/03/2021,Itza
Veeeeeeeññññ,11/03/2021,Itza
"Si, pero no a que hora",11/03/2021,Itza
Veeeeeeen,11/03/2021,Itza
Veeeeeeen,11/03/2021,Itza
Yo siempre vooooy,11/03/2021,Itza
Veeeeen tuuuuu,11/03/2021,Itza
JAJAJAJAJA alv,11/03/2021,Itza
Veeeeeeen weeeeey,11/03/2021,Itza
https://www.nonolive.com/room/49253795,11/05/2021,Itza
1 y 2,11/05/2021,Itza
Typical Sunday day,11/05/2021,Itza
Voy jajaja,11/06/2021,Itza
Pitza,11/07/2021,Itza
No pude,11/07/2021,Itza
Ni en el celular ni en mi computadora,11/07/2021,Itza
en un pequeño descanso,11/07/2021,Itza
Tendrá que ser desde tu laptop,11/07/2021,Itza
Aquí no me deja :(,11/07/2021,Itza
Acabo de intentar,11/07/2021,Itza
Ah espera,11/07/2021,Itza
Ya no entres desde tu laptop,11/07/2021,Itza
Dice que puedo hacerlo dentro de 4 horas cuando deshabiliten tu sesión de la laptop,11/07/2021,Itza
Simon,11/07/2021,Itza
Aquí jala mejor,11/07/2021,Itza
Love u too,11/07/2021,Itza
Milk. White poison or healthy drink? Personal opinion,11/12/2021,Itza
https://omlet.gg/stream/gdelafue002,11/14/21,Itza
no les hagas caso,11/19/21,Itza
Weeeee,11/30/21,Itza
Si llama papá dile que estoy cagando jajaja,11/30/21,Itza
Que el celular lo he de hacer dejado en mi cuarto,11/30/21,Itza
Ya estoy aquí,11/30/21,Itza
Nel,11/30/21,Itza
Por si acaso,11/30/21,Itza
"Nel, solo unos cuantos",11/30/21,Itza
"Nel we, aún ni abren",11/30/21,Itza
Iré a San Esteban,11/30/21,Itza
Ahí ya están vendiendo,11/30/21,Itza
"Simon, dile a mamá chela que estoy formado",11/30/21,Itza
Pero que ya estoy en San Esteban,11/30/21,Itza
Solo si pregunta,11/30/21,Itza
Vlv,11/30/21,Itza
Mandé?,11/30/21,Itza
Ya mamo,11/30/21,Itza
Voy para la casa,11/30/21,Itza
Que paso?,11/30/21,Itza
Los voy a comprar en línea mañana si se restaura la página,11/30/21,Itza
Melissa's,11/30/21,Itza
"Igual, 17",11/30/21,Itza
Si no el viernes yo voy a ver,11/30/21,Itza
Weeeeeey!!!,12/01/2021,Itza
Ya tengo los boletos 😭🤟,12/01/2021,Itza
Neta,12/01/2021,Itza
Los compro Meli,12/01/2021,Itza
"En línea, la página ya se restauró hoy en la madrugada",12/01/2021,Itza
"Y los cheque, entonces le dije que si los podía comprar y apenas lo hicimos",12/01/2021,Itza
11:50,12/01/2021,Itza
En el hospital hollywood,12/01/2021,Itza
Cine*,12/01/2021,Itza
Jajaja,12/01/2021,Itza
El que está atribita de la plaza,12/01/2021,Itza
Dile a Cynthia que ya y que sólo encontramos a esa hora,12/01/2021,Itza
Si habían más funciones,12/01/2021,Itza
Pero no quiero que sea tarde para que...,12/01/2021,Itza
"Le podamos dar la pinta a papá de ""nos vamos a las 12"" pero a esa hora ya estar en el cine y no sienta que no sabe de nosotros por mucho tiempo",12/01/2021,Itza
Simón 17,12/01/2021,Itza
Ahorita te veo c:,12/01/2021,Itza
Si es cierto,12/01/2021,Itza
La vamos a ver en 3d,12/01/2021,Itza
Me dolió 😩😩😩,12/01/2021,Itza
Cool?,12/01/2021,Itza
Nuestros asientos,12/01/2021,Itza
"No le hagas caso, patas",12/03/2021,Itza
Oki,12/04/2021,Itza
Repruebas más de tres materias,12/13/21,Itza
Ya no te puedes reinscribir si no pasas esas tres en los ets,12/13/21,Itza
Te chingas,12/13/21,Itza
Te esperas un año y repites semestre jajaja,12/13/21,Itza
"Repruebas las materias, te reincribes y las materias las pasas al mismo tiempo",12/13/21,Itza
En la mañana vas Agus clases de segundo,12/13/21,Itza
En la tarde vas a las reprobadas,12/13/21,Itza
Nel,12/13/21,Itza
You deleted this message,12/21/21,Itza
Ya voy cerda,12/24/21,Itza
Es que weeee,12/24/21,Itza
Neta no sale,12/24/21,Itza
Me duele 😢,12/24/21,Itza
b2kgV2XrGH,01/04/2022,Itza
Por qué?,01/07/2022,Itza
Jajajaja,01/07/2022,Itza
Alv,01/07/2022,Itza
Weeee,01/07/2022,Itza
Manda foto,01/07/2022,Itza
Jajajajajajajajaja,01/07/2022,Itza
Nmms,01/07/2022,Itza
😂😂😂😂😂,01/07/2022,Itza
Así en corto,01/07/2022,Itza
Baja la mano,01/07/2022,Itza
Del colchon,01/07/2022,Itza
Ahí tómala,01/07/2022,Itza
Jajaja qué cagado we,01/07/2022,Itza
Solo regalamos dos,01/07/2022,Itza
Mamá y abuelita,01/07/2022,Itza
El otro se lo damos a alguien de amigos,01/07/2022,Itza
Pero quién?,01/07/2022,Itza
"Wey, dáselo al Edson",01/07/2022,Itza
Simón,01/07/2022,Itza
Al Valentín jajajsja,01/07/2022,Itza
Caca,01/09/2022,Itza
https://vm.tiktok.com/ZML1ERYNn/,01/12/2022,Itza
Voy,1/13/22,Itza
Weeee,1/14/22,Itza
Jajaja,1/14/22,Itza
Xd,1/14/22,Itza
Ponle algo random jajaja,1/14/22,Itza
La vaca lola,1/14/22,Itza
Se ve perron,1/22/22,Itza
Ni a mí jajaja,1/22/22,Itza
Jaja si se ve,1/22/22,Itza
Y eso que es grande,1/22/22,Itza
Weeeeeey,1/27/22,Itza
Wachaleeeee,1/27/22,Itza
Patas,1/27/22,Itza
"No digas nada, en buen plan",1/27/22,Itza
Pero si siento kks que luego solo me responda así xd,1/27/22,Itza
"Ah, ya me mandó otro mensaje xd",1/27/22,Itza
Pensaba que a ti te hacía más plática 😂,1/27/22,Itza
No pues estamos igual jajaja,1/27/22,Itza
Para que te compre?,1/27/22,Itza
Cool,1/27/22,Itza
Tons le diré así en caliente lo del curso,1/27/22,Itza
Jsjsjs,1/27/22,Itza
Deja tiendo mi cama y bajamos,1/28/22,Itza
"Ya voy, awantaaa",1/28/22,Itza
Ahorita voy,02/01/2022,Itza
Villa1000,02/01/2022,Itza
Y que tal?,02/08/2022,Itza
Se siente raro?,02/08/2022,Itza
En qué clase andas?,02/08/2022,Itza
Voy llegando a la casa,02/08/2022,Itza
Y tú we?,02/08/2022,Itza
Porque después de dejar el coche,02/08/2022,Itza
Fuimos a sacar mi tarjeta de débito,02/08/2022,Itza
Y después pasamos por un café para que pagara con la tarjeta,02/08/2022,Itza
Si se pudo! Xd,02/08/2022,Itza
Después el uber se equivocó de ruta y nos tardamos un friego,02/08/2022,Itza
Dile a Villa1000 que huevos,02/08/2022,Itza
Pusi,02/08/2022,Itza
"Cuando sales de San Bartolo para el molino, en lugar de irse por jardines para salir por mi kinder, el wey se siguió por la avenida y se fue hacia la primero de mayo",02/08/2022,Itza
Se metió en la siguiente calle que son de bodegas y habían trailers metiéndose,02/08/2022,Itza
Y ahí nos quedamos un buen,02/08/2022,Itza
Webos,02/10/2022,Itza
Toy bien y tú?,02/10/2022,Itza
Qué clase?,02/10/2022,Itza
no podré ir por ti :((,02/10/2022,Itza
Te regresas con cuidado,02/10/2022,Itza
Laboratorio?,02/10/2022,Itza
Entro a la 1:30,02/10/2022,Itza
😴😴😴😴,02/10/2022,Itza
Me mandas ubi cuando vengas para acá,02/10/2022,Itza
Terminando de ver la peli de super bad,02/10/2022,Itza
Y tú? Jajajajja,02/10/2022,Itza
"La del gordito que dice ""ya lo sé maricon, ya lo seeee""",02/10/2022,Itza
Fugaaaa,02/10/2022,Itza
Salte,02/10/2022,Itza
Jajaja,02/10/2022,Itza
Está chida jajaja,02/10/2022,Itza
Respondiendo con memes random xd,02/11/2022,Itza
En qué clase andas?,02/11/2022,Itza
"Cuando llegue, le dicen que ya están hasta la madre de esperarlo 👿",02/11/2022,Itza
"Nah, es chido",02/11/2022,Itza
Mi compa el madrolas,02/11/2022,Itza
Weeeeey,02/11/2022,Itza
Jajajaja,02/11/2022,Itza
José Luis basado,02/11/2022,Itza
Okey,02/11/2022,Itza
Va,02/11/2022,Itza
Y solo lo dejo ahí?,02/11/2022,Itza
Pa que?,02/12/2022,Itza
Pinche chamaca,02/12/2022,Itza
Franchesco,02/12/2022,Itza
Dime weeee,02/12/2022,Itza
Fiauuun,02/12/2022,Itza
Pito,02/12/2022,Itza
Jajajajaja,02/12/2022,Itza
Ya dense un beso,02/12/2022,Itza
Recordando a la Jenny,02/12/2022,Itza
Jajajajaja,02/12/2022,Itza
Wey jajajaja qué kgado,02/12/2022,Itza
No Lupe esto se salió de control,02/12/2022,Itza
Y ella te vio?,02/12/2022,Itza
Jajaja,02/12/2022,Itza
Alv,02/12/2022,Itza
Desde donde estabas viendo?,02/12/2022,Itza
Y se quedó ahí un rato?,02/12/2022,Itza
Nel we,02/12/2022,Itza
Ando culeado,02/12/2022,Itza
Alch,02/12/2022,Itza
:((,02/12/2022,Itza
Jsjsjs,02/12/2022,Itza
Por qué?,02/12/2022,Itza
Cuentaaaa,02/12/2022,Itza
We,02/12/2022,Itza
Me conoces,02/12/2022,Itza
Todo entre tú y yo,02/12/2022,Itza
Ajá,02/12/2022,Itza
Ya todos se aman we,02/12/2022,Itza
😭🙏,02/12/2022,Itza
Te amo!,02/12/2022,Itza
😖❤️,02/12/2022,Itza
Verlos borracho es tan 🛐,02/12/2022,Itza
Jajajaja,02/12/2022,Itza
Eso ❤️,02/12/2022,Itza
We la tony es la mejor de tod@s borrachos jajaja,02/12/2022,Itza
Maluma bby 😖🙏🙏,02/12/2022,Itza
Por qué se pelearon?,02/12/2022,Itza
Jajajaja,02/12/2022,Itza
Ni ví nada,02/12/2022,Itza
Su primer intento de hij@,02/12/2022,Itza
Jsjsjs,02/12/2022,Itza
Pero no entendí que pasó,02/12/2022,Itza
Que Arely terminó ahí jajaja,02/12/2022,Itza
We ya se,2/14/22,Itza
Tampoco papá,2/14/22,Itza
Nmms,2/14/22,Itza
Jajajaja,2/14/22,Itza
Pero se irán por la despensa,2/14/22,Itza
Me dejarán un rato solo,2/14/22,Itza
Xd,2/14/22,Itza
Si we :((,2/14/22,Itza
Okey jajajaja,2/14/22,Itza
Ya le paro,2/14/22,Itza
Parezco gay,2/16/22,Itza
Jajaja,2/16/22,Itza
Alv que feos filtros,2/16/22,Itza
Jajajaja,2/16/22,Itza
No van conmigo,2/16/22,Itza
Vamoooos,2/21/22,Itza
Pero que pague Itza 🤠🤙,2/21/22,Itza
Jajajaj pq no?,2/21/22,Itza
Soy tu bro,2/21/22,Itza
Oye pitzaa,2/21/22,Itza
Pitzza*,2/21/22,Itza
Tú no tienes una funda para laptops? De esas delgaditas,2/21/22,Itza
Creo que hoy si me debo llevar la mamalona,2/21/22,Itza
Chale :((,2/21/22,Itza
A toda madreeee 😎,2/21/22,Itza
Pues no tuve la última clase,2/21/22,Itza
Me regrese al 10 para las 7,2/21/22,Itza
Le dió covid a mi profe :((,2/22/22,Itza
Qué clase tienes?,2/22/22,Itza
Perra hueva,2/22/22,Itza
Échale ganas jajaja,2/22/22,Itza
"Acostúmbrate, no todas las materias son divertidas",2/22/22,Itza
Weeee,2/22/22,Itza
"Me bañé, comí y me fuí",2/22/22,Itza
Alv jajaja,2/23/22,Itza
La andaba buscando hace rato xd,2/23/22,Itza
Weeeee,2/23/22,Itza
Weeeeee,2/23/22,Itza
Le voy a echar agua,2/23/22,Itza
Xd,2/23/22,Itza
Si?,2/23/22,Itza
Ok,2/23/22,Itza
Alv weeeee,2/23/22,Itza
Rusia ya empezó a tronar cuetes en Ucrania :((,2/23/22,Itza
"Rusia nos va a dar de baja, pero la vida 😎🤙",2/23/22,Itza
Mames qué?,2/26/22,Itza
.,2/27/22,Itza
.,2/27/22,Itza
.,2/27/22,Itza
.,2/27/22,Itza
Pitzaa,2/28/22,Itza
Pitzaaaaaaaa,2/28/22,Itza
Yanaaaa,2/28/22,Itza
Mames!!!!,03/07/2022,Itza
Cómo te fue?,03/07/2022,Itza
Mi tarea de hoy,03/07/2022,Itza
Por el día de la mujer,03/07/2022,Itza
Dice que webos,03/12/2022,Itza
Jajaja,03/12/2022,Itza
Te la estás pasando cool,03/12/2022,Itza
?,03/12/2022,Itza
Mis stickers no se mandan :((,03/12/2022,Itza
No hay wifi,03/12/2022,Itza
Cuál no wey,03/12/2022,Itza
Si ya vi las historias de Mildred jajaja,03/12/2022,Itza
Desde hace un ratote,03/12/2022,Itza
"We, ya llegamos aquí jajaja",03/12/2022,Itza
Pero te va a dar chance el jefazo,03/12/2022,Itza
Un poco más,03/12/2022,Itza
Ya mamaste,03/12/2022,Itza
Ya te va a marcar,03/12/2022,Itza
Ya te está marcando,03/12/2022,Itza
"Nop, ahí voy",3/16/22,Itza
Wey,3/25/22,Itza
No te sacaron de la escuela?,3/25/22,Itza
Por qué en Zacatenco hay paro por lo de voca 7,3/25/22,Itza
No iré a la escuela xd,3/25/22,Itza
Es que están haciendo marcha,3/25/22,Itza
Alv jajajaja,3/25/22,Itza
Ya le dije a papá que no tengo clases,3/25/22,Itza
"Pues si quieres voy por ti, decimos que vamos por una hamburguesa y nos vamos a satelite",3/25/22,Itza
Como tú veas,3/25/22,Itza
Pero hay que convencer a papá,3/25/22,Itza
Xd,3/25/22,Itza
Deja le digo,3/25/22,Itza
A que hr sales?,3/25/22,Itza
Verga,3/25/22,Itza
Nada xd,3/25/22,Itza
Espera,3/25/22,Itza
Quién es ese men? Jajaja,3/25/22,Itza
"Allá te veo, cara de culo",3/25/22,Itza
Ya estoy aquí,3/25/22,Itza
Del otro lado del puente,3/25/22,Itza
Yendo xd,3/25/22,Itza
Afuera de la escuela*,3/25/22,Itza
We,3/28/22,Itza
174,3/28/22,Itza
Para hacer deporte,3/28/22,Itza
Un paquete de dos playeras por 250,3/28/22,Itza
Así es,3/28/22,Itza
Hay varios modelos asi,3/28/22,Itza
En dos el paquete,3/28/22,Itza
O le compramos una sudadera deportiva los dos,3/28/22,Itza
350,3/28/22,Itza
"Si fueran el de dos playeras, igual entre los dos",3/28/22,Itza
Va,3/28/22,Itza
Deja paso a h&m,3/28/22,Itza
A ver si veo algo chido,3/28/22,Itza
Me voy a lifeties,3/28/22,Itza
Esta bien caro aquí,3/28/22,Itza
We esto,3/28/22,Itza
Y la sudadera,3/28/22,Itza
La playera está en 99,3/28/22,Itza
Y lo dividimos,3/28/22,Itza
Serían 210 cada quien,3/28/22,Itza
Simón jsjjs,3/28/22,Itza
Seguiré viendo,3/28/22,Itza
Espera 5 min,3/28/22,Itza
https://vm.tiktok.com/ZML92QJYF/,3/30/22,Itza
Yo,3/30/22,Itza
Weeee,04/04/2022,Itza
Ya le compré su regalo jsjs,04/04/2022,Itza
Una cartera mamalona,04/04/2022,Itza
Ya están!,04/07/2022,Itza
Calma,04/07/2022,Itza
De nada,04/07/2022,Itza
Ahora si buey,04/08/2022,Itza
¿Me recibes? ¡Unirse a esta frecuencia lo antes posible!,04/08/2022,Itza
https://www.youtube.com/watch?v=YVngiu5BS2o&ab_channel=MattsinLife,04/10/2022,Itza
Lo suponía,04/12/2022,Itza
Vas,4/14/22,Itza
Y yo limpio,4/14/22,Itza
En Chapultepec wey,4/15/22,Itza
Aquí te va una playlist para ti… .. de Rubén RM,4/17/22,Itza
No encontré la actualización,4/17/22,Itza
:((,4/17/22,Itza
La descargue hace como 6 meses,4/17/22,Itza
Morido,4/26/22,Itza
Canek me correteo,4/26/22,Itza
Jugando,4/26/22,Itza
Primero yo lo correteé pero no lo alcance,4/26/22,Itza
Luego el a mi,4/26/22,Itza
Xd,4/26/22,Itza
Ya,4/26/22,Itza
El pollito,4/26/22,Itza
El que hicieron ayer,4/26/22,Itza
"Si, algunas cosas",4/26/22,Itza
Tal vez algo de ejercicio,4/26/22,Itza
Bañarme,4/26/22,Itza
La tarea,4/26/22,Itza
Y ya,4/26/22,Itza
Hoy me voy temprano,4/26/22,Itza
12:15,4/26/22,Itza
Entro 1:30,4/26/22,Itza
Mañana,4/28/22,Itza
No le hagas caso xd,4/28/22,Itza
.,4/30/22,Itza
.,4/30/22,Itza
.,4/30/22,Itza
Yo igual jajaja,05/02/2022,Itza
Tu por qué?,05/02/2022,Itza
Exámen,05/02/2022,Itza
"Durante la batalla legal de Carroll, SCL se declaró en bancarrota después de descubrirse que el trabajo de Cambridge Analytica violaba las leyes de privacidad de Reino Unido. El ICO emitió la siguiente declaración: ""Si el SCL aún existiera en su forma original, nuestra intención habría sido emitir una multa sustancial por el incumplimiento grave de uno de los principios de DPA1998 (acta de protección de datos) por procesar injustamente los datos de las personas con fines políticos, incluidos los fines relacionados con las campañas presidenciales de EE. UU. de 2016"". 17​",05/03/2022,Itza
Itzaaaaaaa,05/03/2022,Itza
Sabías que no es igual la frase,05/03/2022,Itza
Tres hoyos en el techo,05/03/2022,Itza
Que,05/03/2022,Itza
Techo tres en el hoyo,05/03/2022,Itza
Itzaaaaaa,05/03/2022,Itza
Sabias que no es igual la frase,05/03/2022,Itza
A trastes huele,05/03/2022,Itza
Que,05/03/2022,Itza
Atrás te huele,05/03/2022,Itza
Itzaaaaaa,05/03/2022,Itza
Sabias que no es igual que,05/03/2022,Itza
El niño encontró un cura,05/03/2022,Itza
Que el cura encontró un niño,05/03/2022,Itza
Itzaaaaaaa,05/03/2022,Itza
Sabias que no es lo mismo,05/03/2022,Itza
Dictadura,05/03/2022,Itza
Que,05/03/2022,Itza
La dick ta' dura,05/03/2022,Itza
Estás bien?,05/04/2022,Itza
vavava,05/04/2022,Itza
"No se, como 6",05/05/2022,Itza
6:30 a lo mucho,05/05/2022,Itza
Pero iré a dejar a Meli,05/05/2022,Itza
Por?,05/05/2022,Itza
No,05/05/2022,Itza
Jajaja,05/05/2022,Itza
Por?,05/05/2022,Itza
Wey jajajaja,05/05/2022,Itza
Lo suposr,05/05/2022,Itza
Supuse*,05/05/2022,Itza
Awb awb jajaja,05/06/2022,Itza
Tus amigos se comieron uno?,05/06/2022,Itza
Que?,05/06/2022,Itza
Weeee,05/06/2022,Itza
Va a ir Tom cruise,05/06/2022,Itza
Xd,05/06/2022,Itza
Ni pedo jajajaja,05/06/2022,Itza
Ya me pegó está madre,05/07/2022,Itza
Weeeee,05/07/2022,Itza
En Facebook,05/08/2022,Itza
Busca F1 en vivo,05/08/2022,Itza
No,05/09/2022,Itza
Itzaaaaaaa,05/09/2022,Itza
Itzaaaaaa,05/09/2022,Itza
Tqm,05/09/2022,Itza
Es que weeeee,05/09/2022,Itza
No hay luz,05/09/2022,Itza
Y ya me aburrí,05/09/2022,Itza
Jajajaja,05/09/2022,Itza
No digas falacias,05/09/2022,Itza
Yo sabo,05/09/2022,Itza
Desde que llegué :((,05/09/2022,Itza
Estamos*,05/09/2022,Itza
Casi a las 9 jsjsjsj,05/09/2022,Itza
Hoy salí tarde,05/09/2022,Itza
"Así es el horario, Mija 🙄",05/09/2022,Itza
Cómo sea,05/09/2022,Itza
Ya llegaste con el jefe?,05/09/2022,Itza
Vavavava,05/09/2022,Itza
Te veo en la casa,05/09/2022,Itza
Ya vamos,05/10/2022,Itza
Por?,05/10/2022,Itza
1 Person who sails without a license and dedicates himself to assaulting ships on the high seas or stealing on the coasts.,5/14/22,Itza
"2 The most important thing is not to be afraid of anything and anyone, to be vengeful and obsessive",5/14/22,Itza
3 in the backyard of my house,5/14/22,Itza
Pito,5/15/22,Itza
Esta God 🥵,5/18/22,Itza
Adiós jajajajaja,5/23/22,Itza
C mamo,5/23/22,Itza
"Nah, solo la intro",5/27/22,Itza
Nel,5/27/22,Itza
Ando bajando música pirata,5/27/22,Itza
Alch si :((,5/27/22,Itza
Solo queda cuidarse para recuperarse rápido,5/27/22,Itza
Te lo paso,5/27/22,Itza
https://vk.com/video721677913_456239044,5/29/22,Itza
El chacalito va primero,5/29/22,Itza
En Mónaco alv!,5/29/22,Itza
Wachaaaa,5/29/22,Itza
Marco vuelta rápida 🥹,5/29/22,Itza
Es que atrasaron la carrera una hora por lluvia,5/29/22,Itza
Y después pinche Schumacher se chocó bien feo y hubo bandera roja,5/29/22,Itza
Entonces si la carrera no acaba en un promedio de 1:30 HRS que son por vueltas,5/29/22,Itza
Se acaba por tiempo,5/29/22,Itza
Pa que veas 🤓,5/29/22,Itza
Ay vlv,5/29/22,Itza
Checo trae problemas en una llanta,5/29/22,Itza
Es que tuvo una frenada fea y quemó,5/29/22,Itza
Itzaaaaa,5/29/22,Itza
Nop,5/29/22,Itza
avenger2013,5/29/22,Itza
Muy xd el pedo ese,5/31/22,Itza
Se vio todo rancio jajaja,5/31/22,Itza
Te lo mando por insta,5/31/22,Itza
Eu,5/31/22,Itza
Okey,5/31/22,Itza
"Si, por?",06/03/2022,Itza
Vamos a chacotear pues,06/03/2022,Itza
Estaba lavando el carro,06/03/2022,Itza
Y luego me bañé,06/03/2022,Itza
Ahí ando desnudo escribiendo este mensaje xd,06/03/2022,Itza
Cuál puto osito Bimbo? Jajajaja,06/10/2022,Itza
Nmms!!!,06/10/2022,Itza
De qué?,06/10/2022,Itza
Dile que ya le dí de navajazos 🤠,06/10/2022,Itza
Dile que le vale verga jajajaja,06/10/2022,Itza
A fuerzas! 😈,06/10/2022,Itza
"Lenguaje Politécnico, aguante vara",06/10/2022,Itza
No le hagas caso,6/14/22,Itza
A la 1:50,6/15/22,Itza
Checa,6/15/22,Itza
En cortp,6/15/22,Itza
Corto*,6/15/22,Itza
Marcame,6/15/22,Itza
Picate la cola,6/15/22,Itza
Nada más,6/15/22,Itza
En tercero,6/16/22,Itza
Xd,6/16/22,Itza
01:50,6/16/22,Itza
Por?,6/16/22,Itza
Ahorita,6/16/22,Itza
Cámara cara de culo,6/16/22,Itza
Me traes con el Jesús en la mano,6/16/22,Itza
Por?,6/16/22,Itza
A dónde?,6/16/22,Itza
Okey,6/18/22,Itza
Voy,6/18/22,Itza
https://vk.com/video721677913_456239049,6/19/22,Itza
https://ok.ru/video/3765150293744,6/19/22,Itza
https://vk.com/video721677913_456239049,6/19/22,Itza
https://ok.ru/video/3765150293744,6/19/22,Itza
https://ok.ru/video/3765151997680,6/19/22,Itza
https://t.me/f1racefanschat?livestream,6/19/22,Itza
https://vk.com/video721677913_456239050,6/19/22,Itza
Wey,6/26/22,Itza
Lo encontré,6/26/22,Itza
Te llevo uno,6/26/22,Itza
"Yo voy a ir por ti, cara de culo",6/29/22,Itza
A las 5,6/29/22,Itza
Ni un minuto más,6/29/22,Itza
Ok,6/29/22,Itza
Jajaja mamaste,6/29/22,Itza
Papá quiere ir conmigo,6/29/22,Itza
Cagaste jajajajajajajaja,6/29/22,Itza
No viste mis mensajes cochina,6/29/22,Itza
Wey,6/29/22,Itza
Wey,6/29/22,Itza
Wey,6/29/22,Itza
Wey,6/29/22,Itza
Le dije al jefe que Cynthia se iba con su hermano,6/29/22,Itza
Por eso llegarás sola,6/29/22,Itza
O que la cola,6/29/22,Itza
Llegamos como en 20,6/29/22,Itza
Máximo,6/29/22,Itza
Ah Simón jajajaja,6/30/22,Itza
Andaba jugando Bob esponja,6/30/22,Itza
https://t.me/f1_racefans,07/03/2022,Itza
No,07/04/2022,Itza
Ok,07/04/2022,Itza
A qué hora?,07/04/2022,Itza
Weyyyy,07/08/2022,Itza
200 y viene con short,07/08/2022,Itza
Pero es para 4 años,07/08/2022,Itza
"Itza te veo por ahí de las 5:30, tal vez un poquito más",07/08/2022,Itza
Voy a la casa de Mely,07/08/2022,Itza
Por ahí en cuatro caminos,07/08/2022,Itza
En la entrada del Sears o en el cine,07/08/2022,Itza
No sé si vas a ir a comer,07/08/2022,Itza
Morado,07/11/2022,Itza
Esta bien,7/15/22,Itza
Ahorita le digo al jefe,7/15/22,Itza
Dile que hoy,7/16/22,Itza
Pero que a las 2:30,7/16/22,Itza
O a las 2,7/16/22,Itza
Como ella vea,7/16/22,Itza
"No, salgo antes",7/16/22,Itza
Como a las 12,7/16/22,Itza
Examen,7/16/22,Itza
Dile que podemos ir a las ensaladas,7/16/22,Itza
No sé dónde mas,7/16/22,Itza
Simon,7/16/22,Itza
You deleted this message,7/24/22,Itza
.,08/12/2022,Itza
Wey,8/15/22,Itza
Si sales 1:50?,8/15/22,Itza
Para ver si llego por ti,8/15/22,Itza
Ok,8/15/22,Itza
Entonces ya me regreso,8/15/22,Itza
A la casa,8/15/22,Itza
Voy,8/16/22,Itza
Me avisas,8/16/22,Itza
Traes sombrilla,8/16/22,Itza
Vente we,8/16/22,Itza
No puedo ir allá,8/16/22,Itza
Itzaaaa,8/16/22,Itza
Vavavavav,8/17/22,Itza
Voy,8/17/22,Itza
Weeeeeeee,8/17/22,Itza
Cuál gracias?,8/17/22,Itza
You deleted this message,8/17/22,Itza
Itzaaaaa,8/29/22,Itza
Oyeeeee,8/29/22,Itza
Compra un paquete de tostadas en la tienda de enfrente cuando vengas porfas,8/29/22,Itza
Qué ya casi no hay,8/29/22,Itza
Por favor 🫣,8/29/22,Itza
Solo eso plocs 🤧,8/29/22,Itza
Ya solo es cruzar la calle :((,8/29/22,Itza
Anda en el bañito,8/29/22,Itza
Xd,8/29/22,Itza
Ando*,8/29/22,Itza
"Si wey, justo le puse a las noticias y ví",09/08/2022,Itza
