content,day,person
Jaja si eres,3/4/202,Paco
Pero bueno llego el momento más esperado,3/4/202,Paco
Levantarse de la sala y mandar tictoks a mi gymbro,3/4/202,Paco
https://vm.tiktok.com/ZMMmPBxGG/,3/4/202,Paco
En algún momento seré yo contigo,3/4/202,Paco
Xd,3/4/202,Paco
https://vm.tiktok.com/ZMMmaVQqt/,3/4/202,Paco
Ocupo esa rutina,3/4/202,Paco
https://vm.tiktok.com/ZMMmm18p6/,3/4/202,Paco
Tu xd,3/4/202,Paco
Ñoooooooo,4/4/202,Paco
Bueno ya ni pp,4/4/202,Paco
Porque no puedes más temprano  verdad,4/4/202,Paco
Depende depende que  hora acabe entonces guapo,4/4/202,Paco
Que te dejaron hacer pa?,4/4/202,Paco
Nooo bro lloro por ti,4/4/202,Paco
Oye pa cuales fueron las de banco plano y inclinado?,4/4/202,Paco
Va fue donde pusimos los seguros,4/4/202,Paco
Por último recuerdo las estaciones tras nuca pero cuales eran las otras de extensiones de tricep,4/4/202,Paco
A ya xd en la que movía todo,4/4/202,Paco
Gracias guapo,4/4/202,Paco
Gracias x2 owo,4/4/202,Paco
En los press la barra va a las tetillas verdad,4/4/202,Paco
Va,4/4/202,Paco
Ahora si andan adoloridas las piernas,4/4/202,Paco
Jsjs dios santo todo sea por un buen qlo,4/4/202,Paco
Soy pero ya ando listo pa ir,4/4/202,Paco
Xd,4/4/202,Paco
Va va gracias,4/4/202,Paco
Uwu,4/4/202,Paco
Esta bien vacío,4/4/202,Paco
We,4/4/202,Paco
No hay ni pio,4/4/202,Paco
Si we la neta,4/4/202,Paco
Hay vamos casi desnudo grabandose we,4/4/202,Paco
Si we trai un short tipo el del iron man y una playera que solo cubre los pezones,4/4/202,Paco
Jaja,4/4/202,Paco
We me enamore,4/4/202,Paco
Si pero no tanto el iron man le gana,4/4/202,Paco
Pero este es delito creo,4/4/202,Paco
Reinicia ecxel desde admin de tareas o reinicia pc,4/4/202,Paco
Y si sigue igual posiblemente el ecxel se pudo corromper,4/4/202,Paco
Jaja xd,4/4/202,Paco
<Multimedia omitido>,4/4/202,Paco
Xd hay una mínima posibilidad,4/4/202,Paco
No pues es que te manden backup,4/4/202,Paco
Alv,4/4/202,Paco
Estas loco bat9,4/4/202,Paco
Pero primer9 checa con mad archivos,4/4/202,Paco
Y cosas,4/4/202,Paco
La neta,4/4/202,Paco
Jaja xd menos mal,4/4/202,Paco
Nooooo,4/4/202,Paco
No digas lo bueno es que ya sabes por donde ir,4/4/202,Paco
Me da pena pedir rotar,4/4/202,Paco
Xd lo corri con la mirada,4/4/202,Paco
Xd eres rapido,4/4/202,Paco
Un morro de 16 con cinturón en maquina de puerna eso es lo que veo,4/4/202,Paco
Yei,4/4/202,Paco
Jaja,4/4/202,Paco
Maso,4/4/202,Paco
160 libras,4/4/202,Paco
Xd,4/4/202,Paco
We hay una poléa diseñada para el estiramiento de tricept,4/4/202,Paco
No osea este,4/4/202,Paco
<Multimedia omitido>,4/4/202,Paco
Ese,4/4/202,Paco
Chi ahorita ando en jalón al ojo,4/4/202,Paco
Pa para el tirón de nuca que altura pongo la polea,4/4/202,Paco
Vale gracias guapo,4/4/202,Paco
Avemus chamba pa,4/4/202,Paco
Si pai todo bien contigo?,4/4/202,Paco
Oye,4/4/202,Paco
Pa,4/4/202,Paco
Mañana a que hora te veo?,4/4/202,Paco
Jajaj cardio antes de pesas no no no,4/4/202,Paco
Simón a las 5 pa,4/4/202,Paco
Xd,4/4/202,Paco
Ando muriendo de las piernas,4/4/202,Paco
Xd nos pasamos,4/4/202,Paco
https://vm.tiktok.com/ZMMuJqay5/,4/4/202,Paco
Alv mira esas piernas,4/4/202,Paco
Bueno quiero quedar sin caminar mañana,4/4/202,Paco
Sii,4/4/202,Paco
En 2 meses estaré asi,4/4/202,Paco
<Multimedia omitido>,4/4/202,Paco
https://vm.tiktok.com/ZMMueLAT2/,4/4/202,Paco
We quiero,4/4/202,Paco
No el sábado que toca culo,4/4/202,Paco
Hay,4/4/202,Paco
<Multimedia omitido>,4/4/202,Paco
Si se puede las 2,4/4/202,Paco
<Multimedia omitido>,4/4/202,Paco
Weno,4/4/202,Paco
Ya cenaste?,4/4/202,Paco
"Jumy jumy pollito, probecho",4/4/202,Paco
Chi me cene una tortita del chavo del 8,4/4/202,Paco
Xd,4/4/202,Paco
Se ve enojada mich,4/4/202,Paco
Hay que feo no te preocupes yo te doy amor mañana,4/4/202,Paco
<Multimedia omitido>,4/4/202,Paco
Jaja ya mimete que mañana trabajas,4/4/202,Paco
Me imagino,5/4/202,Paco
https://vm.tiktok.com/ZMMuAodLW/,5/4/202,Paco
Tu y yo,5/4/202,Paco
Pa,5/4/202,Paco
Voy a llegar un poquito tarde va?,5/4/202,Paco
Pa,5/4/202,Paco
Llegue antes,5/4/202,Paco
Al parecer,5/4/202,Paco
Jaja,5/4/202,Paco
Xd,5/4/202,Paco
<Multimedia omitido>,5/4/202,Paco
null,5/4/202,Paco
Xd algo me dice que se están bañando,5/4/202,Paco
<Multimedia omitido>,5/4/202,Paco
<Multimedia omitido>,5/4/202,Paco
<Multimedia omitido>,5/4/202,Paco
<Multimedia omitido>,5/4/202,Paco
<Multimedia omitido>,5/4/202,Paco
<Multimedia omitido>,5/4/202,Paco
<Multimedia omitido>,5/4/202,Paco
<Multimedia omitido>,5/4/202,Paco
<Multimedia omitido>,5/4/202,Paco
<Multimedia omitido>,5/4/202,Paco
<Multimedia omitido>,5/4/202,Paco
<Multimedia omitido>,5/4/202,Paco
<Multimedia omitido>,5/4/202,Paco
<Multimedia omitido>,5/4/202,Paco
null,5/4/202,Paco
Sigues con vida pai,5/4/202,Paco
?,5/4/202,Paco
OwO,5/4/202,Paco
Hay entro un don raro que parece mariguano a tu edificio,5/4/202,Paco
<Multimedia omitido>,5/4/202,Paco
null,5/4/202,Paco
Ñia,5/4/202,Paco
Ñia,5/4/202,Paco
Estas ahí wacho?,5/4/202,Paco
Pa?,5/4/202,Paco
1 2 3 por paco,5/4/202,Paco
null,5/4/202,Paco
Weno me voy a mear al gym espero verte ahí,5/4/202,Paco
Dile a Mich que ya te suelte el huevo y te deje salir xd,5/4/202,Paco
<Multimedia omitido>,5/4/202,Paco
Xd,5/4/202,Paco
Voy de regreso,5/4/202,Paco
<Multimedia omitido>,5/4/202,Paco
Solo camine media calle,5/4/202,Paco
Mejor meo a ca esta más cercas,5/4/202,Paco
Ya llegue x2,5/4/202,Paco
Xd,5/4/202,Paco
https://vm.tiktok.com/ZMMuHQaAJ/,5/4/202,Paco
https://vm.tiktok.com/ZMMuHVfx1/,5/4/202,Paco
Listos pai?,6/4/202,Paco
Jaja no ando en tlanepantla,6/4/202,Paco
Pero en  una horita creo les caigo,6/4/202,Paco
A compañe a mi mamá a comprar zapatos,6/4/202,Paco
Chi,6/4/202,Paco
Ya casi voy para haya pa,6/4/202,Paco
Weno atento eh,6/4/202,Paco
Xd sjjs,6/4/202,Paco
Ya voy en rtp,6/4/202,Paco
Pa,6/4/202,Paco
Ya ando aca,6/4/202,Paco
Llegando,6/4/202,Paco
https://vm.tiktok.com/ZMMH1Jcd2/,6/4/202,Paco
Por eso mich se pone mamadisima,6/4/202,Paco
Perdona guapo me quede dormido xd,7/4/202,Paco
Pa,7/4/202,Paco
Pa,7/4/202,Paco
Cuanto cargue en espalda recuerdas?,7/4/202,Paco
Pa,7/4/202,Paco
Pa,7/4/202,Paco
En remo pa,7/4/202,Paco
Xd owo,7/4/202,Paco
Jsjs,7/4/202,Paco
Como va tu día pa,8/4/202,Paco
Apenas va empezar el mio owo,8/4/202,Paco
Eso xd,8/4/202,Paco
<Multimedia omitido>,8/4/202,Paco
Que tal el transporte?,8/4/202,Paco
Apoco si,8/4/202,Paco
Jaja eres un pez beta,8/4/202,Paco
Jaja como así pai,8/4/202,Paco
Jaja esa enfuoria,8/4/202,Paco
Siuuuu,8/4/202,Paco
Jaja xd pon el espejo que te dio mich ya,8/4/202,Paco
Siu,8/4/202,Paco
We esta muy lleno el gym,8/4/202,Paco
Puede ser,8/4/202,Paco
Weno,8/4/202,Paco
Y si llego rafa?,8/4/202,Paco
A vale ahí esta entonces jsjs para patearle la puerta ahorita,8/4/202,Paco
A xd capas no esta,8/4/202,Paco
Si,8/4/202,Paco
<Multimedia omitido>,8/4/202,Paco
Aquí hay una morra que mueve lo que tu en esa de levantar con caderas,8/4/202,Paco
Chi,8/4/202,Paco
null,8/4/202,Paco
Si we ya vi,8/4/202,Paco
Pero tiene un culaso,8/4/202,Paco
Y fíjate que ando fino de las piernas nada me incomodo o duele,8/4/202,Paco
Si,8/4/202,Paco
Si,8/4/202,Paco
We un mamado del gym me acaba de corregir,8/4/202,Paco
Oye btw no olvides comer,8/4/202,Paco
Oye pa aque altura la polea para el abrazo de oso?,8/4/202,Paco
<Multimedia omitido>,8/4/202,Paco
Ahí?,8/4/202,Paco
Tricep a nuca,8/4/202,Paco
Menos mal,8/4/202,Paco
Va,8/4/202,Paco
https://vm.tiktok.com/ZMMHWw8w3/,8/4/202,Paco
https://vm.tiktok.com/ZMMHvSLMH/,8/4/202,Paco
Me corrigió el ángulo de estiramiento,8/4/202,Paco
Más que mamado era una madresota bien mamadote,8/4/202,Paco
Osea lit esta en pres plano cargando 4 discos grandes por lado como si mada,8/4/202,Paco
Collelle collelle,8/4/202,Paco
Siii la neta,8/4/202,Paco
Omg eso son dos yo,8/4/202,Paco
Te veo lento pa es para que ya estuvieras en la rasa,8/4/202,Paco
Namas,8/4/202,Paco
Por donde vas?,8/4/202,Paco
O más bien vienes,8/4/202,Paco
Corree,8/4/202,Paco
De que es la practica?,8/4/202,Paco
Weno,8/4/202,Paco
Ya ne voy guapo,8/4/202,Paco
Peligrosa,9/4/202,Paco
Si porque un trallecto de ahí de naculacan es em combi de las que asaltan,9/4/202,Paco
Jsjs menos mal,9/4/202,Paco
Si la neta,9/4/202,Paco
Y si eh,9/4/202,Paco
La neta es lo más confiable y seguro,9/4/202,Paco
Jaja,9/4/202,Paco
Andas muriendo,9/4/202,Paco
Y oye si habia gente,9/4/202,Paco
A las 4?,9/4/202,Paco
O pan de dulce?,9/4/202,Paco
Oye pa,9/4/202,Paco
Me pidieron rotar un equipo de 4,9/4/202,Paco
Yo así de vlv,9/4/202,Paco
Otra forma de hacer el siu sin cuerda,9/4/202,Paco
Paco como hago curl predicador?,9/4/202,Paco
Ntp,9/4/202,Paco
No más mira si madrugan,9/4/202,Paco
Todavía no habia,9/4/202,Paco
<Multimedia omitido>,9/4/202,Paco
Si,9/4/202,Paco
Ntp,9/4/202,Paco
Ya me fije esque había 3 de biceps,9/4/202,Paco
Y solo hacíamos dos,9/4/202,Paco
Y me nortie,9/4/202,Paco
Chi yo quería mi pan,9/4/202,Paco
Cual pa,9/4/202,Paco
Ala y llegaste bien al trabajo?,9/4/202,Paco
Es el que hacemos uni lateral?,9/4/202,Paco
Eso ya es ganancia,9/4/202,Paco
Aaaaa,9/4/202,Paco
Si cierto,9/4/202,Paco
Me falto ese,9/4/202,Paco
Pa,9/4/202,Paco
Yo todo dormido,9/4/202,Paco
Eso así se hace,9/4/202,Paco
Jaja,9/4/202,Paco
Nomas no choques,9/4/202,Paco
Jaja pero no te dijo nada eso es bueno,9/4/202,Paco
Yei,9/4/202,Paco
Osea que no me acorde de hacer esa madre,9/4/202,Paco
Hoy listo para volver?,9/4/202,Paco
Voli,9/4/202,Paco
Ocupas estas a las 4 exactas en el gym,9/4/202,Paco
No no no estamos empezando mal,9/4/202,Paco
No puedes subsistir nadamas en base a cafe,9/4/202,Paco
Weno ahorita en la escuela te chingas algo eh,9/4/202,Paco
Vale espero este limpia la lana,9/4/202,Paco
Xd,9/4/202,Paco
Jaja cuidado no valla a traer el virus de la vaca loca,9/4/202,Paco
Esperemos y aver si no han hablado con botello,9/4/202,Paco
Mientras llegues temprano que es lo peor que te puede pasar,9/4/202,Paco
Alv esperemos no,9/4/202,Paco
Aaa pues ya esta,9/4/202,Paco
Na na na,9/4/202,Paco
Mamaste,9/4/202,Paco
Ehh así se hace,9/4/202,Paco
Si exacto debes solo lo necesario para que no se vea ojete que eres el único que sale temprano,9/4/202,Paco
Tipo de me la pelan,9/4/202,Paco
No entraste a botello?,9/4/202,Paco
A si ya era necesario,9/4/202,Paco
Jaja pues ,9/4/202,Paco
Ocupo que no te desmalles,9/4/202,Paco
En medio partido,9/4/202,Paco
Ontad,9/4/202,Paco
Ya andas con botello?,9/4/202,Paco
Pa,9/4/202,Paco
Pa,9/4/202,Paco
Sal,9/4/202,Paco
Sal,9/4/202,Paco
Weno te ve ahorita te ves ocupado,9/4/202,Paco
<Multimedia omitido>,9/4/202,Paco
"Xd nada solo mamoniaba solo que falto vernos más hoy pa, aparte ando triste porque no hubo pan de dulce y feliz por conocer a la morra",9/4/202,Paco
Osea si pero no se we estoy ansioso,9/4/202,Paco
Jaja mañana toca pierna estarás disponible por cualquier duda pa?,9/4/202,Paco
Estoy muy feliz pa,9/4/202,Paco
Todo va viento en popa,9/4/202,Paco
https://vm.tiktok.com/ZMM9CtYAR/,9/4/202,Paco
Jaja vas en modo lujo,10/4/20,Paco
Nooo,10/4/20,Paco
F,10/4/20,Paco
Esperemos que no tanto,10/4/20,Paco
A cuanto te falta?,10/4/20,Paco
Hay esperemos tu jefe no llegue a esa hora,10/4/20,Paco
A dile,10/4/20,Paco
Trabajele culos de instagram hay varios y despues,10/4/20,Paco
Si cierto este es un mal día,10/4/20,Paco
Hoy te vas a salir temprano?,10/4/20,Paco
Ah,10/4/20,Paco
Eres un skinny Beach,10/4/20,Paco
Eso si tienes razón,10/4/20,Paco
Es que no quería que me bloqueara whats,10/4/20,Paco
Pero entendiste el mensaje jaja,10/4/20,Paco
Osea si no quiero ser bloqueado cuando tengo al amor de mi vida aquí,10/4/20,Paco
Jaja weno hoy yo me quedare sin pies,10/4/20,Paco
Ufff eso es un macho,10/4/20,Paco
Osea si pero todo va perfecto y fluyendo muy bien,10/4/20,Paco
Por que toca pata,10/4/20,Paco
Al fallo,10/4/20,Paco
Osea we ya quedamos que va a venir a cumpleaños no planeado y que si no se planea ella lo planea y que le voy a cantar las mañanitas de cepillin en su cumple,10/4/20,Paco
Osea no porque no debería estar cansado el grupo muscular,10/4/20,Paco
Yo digo pero a ver que pex tengo esperanza,10/4/20,Paco
Siiii,10/4/20,Paco
Jsjs tengo que recordad que maquinas tocan,10/4/20,Paco
Jaja obvio,10/4/20,Paco
Pa sabes cual es el músculo que los gorditos tienen más entrenado?,10/4/20,Paco
Si fuera muaculo sería cierto,10/4/20,Paco
Pero es el chamorro,10/4/20,Paco
Pero es porque no eres lo suficientemente gordo,10/4/20,Paco
Jsjs,10/4/20,Paco
Oye pa te acuerdas que peso le metí a la sentadilla hack?,10/4/20,Paco
Exacto,10/4/20,Paco
F,10/4/20,Paco
30 al parecer,10/4/20,Paco
Pa,10/4/20,Paco
El goblet escuad cual acabo siendo?,10/4/20,Paco
En sentadilla hack son 4 series?,10/4/20,Paco
<Multimedia omitido>,10/4/20,Paco
Pa el mamado es muy buen pedo me vio muy cansado y sudado y ve que casi salgo de mi cuerpo y me pregunto si estoy bien que buen pedo es,10/4/20,Paco
<Multimedia omitido>,10/4/20,Paco
We pero vi sus piernotas y me dieron ganas de hacer mas,10/4/20,Paco
<Multimedia omitido>,10/4/20,Paco
Si we piche patotas,10/4/20,Paco
Fácil una 40 kg cada una,10/4/20,Paco
Pa cuál es extensión de cuádriceps,10/4/20,Paco
<Multimedia omitido>,10/4/20,Paco
Esa o la otra,10/4/20,Paco
Xd esta fuera de servicio también,10/4/20,Paco
No,10/4/20,Paco
Xd,10/4/20,Paco
Oye en la de pantorrilla no hay que bloquear verdad,10/4/20,Paco
Es que había unas morras-señoras que estaban haciendolo,10/4/20,Paco
Y yo así de paco dijo que eso no,10/4/20,Paco
Carge 94kg en esa madre,10/4/20,Paco
Y salieron chulas,10/4/20,Paco
Jsjs medio pena decirles,10/4/20,Paco
https://vm.tiktok.com/ZMM93Lt1b/,10/4/20,Paco
Pa no puedo caminar,10/4/20,Paco
Xd,10/4/20,Paco
Por cierto ya se me marca el tricept,10/4/20,Paco
Si pa pero ya somos adultos,10/4/20,Paco
<Multimedia omitido>,10/4/20,Paco
Si we almenos yo ya empece a notar cambios,10/4/20,Paco
Hay xd,10/4/20,Paco
Todavía quería reyes magos,10/4/20,Paco
No no hay pex,10/4/20,Paco
Es info priv colab,10/4/20,Paco
Pa,10/4/20,Paco
Vino tu profe de visualización,10/4/20,Paco
Lo vi,10/4/20,Paco
Jsjs,10/4/20,Paco
Si we lo vi,10/4/20,Paco
Pues si xd,10/4/20,Paco
Weno,10/4/20,Paco
Sip,10/4/20,Paco
Método de poison,10/4/20,Paco
Si,10/4/20,Paco
Nah,10/4/20,Paco
Leyendo,10/4/20,Paco
Jaja xd,10/4/20,Paco
Histe el avance de metodología?,10/4/20,Paco
Si digital almenos,10/4/20,Paco
Si,10/4/20,Paco
We me dejo de contestar la morra ando modo ansioso,10/4/20,Paco
Si,10/4/20,Paco
<Multimedia omitido>,10/4/20,Paco
No ya salio,10/4/20,Paco
Me dijo,10/4/20,Paco
Jsjs,10/4/20,Paco
Si,10/4/20,Paco
Osea si puede ser para pero se acaba de conectar xd,10/4/20,Paco
Justo pasé casual al chat,10/4/20,Paco
Osea si casual entre y estaba en línea y yo de asi,10/4/20,Paco
<Multimedia omitido>,10/4/20,Paco
Chi,10/4/20,Paco
Ti calmo,10/4/20,Paco
Por donde vienes pa?,10/4/20,Paco
Voy,10/4/20,Paco
Wacha pa,11/4/20,Paco
<Multimedia omitido>,11/4/20,Paco
Ves a lo que me refiero,11/4/20,Paco
Jaja c mamo,11/4/20,Paco
Donde andas guapo,11/4/20,Paco
Foto o faje,11/4/20,Paco
Fake,11/4/20,Paco
No entres a meto,11/4/20,Paco
Paco,11/4/20,Paco
Paco,11/4/20,Paco
Me mame,11/4/20,Paco
Me mame,11/4/20,Paco
Paco,11/4/20,Paco
<Multimedia omitido>,11/4/20,Paco
<Multimedia omitido>,11/4/20,Paco
Me estrese,12/4/20,Paco
Ya andas en la chamba?,12/4/20,Paco
A si cierto,12/4/20,Paco
Si viniste al gym?,12/4/20,Paco
Jajaja,12/4/20,Paco
Como así pai semana de descansito?,12/4/20,Paco
Jaja ahorita llegando tengo que estudiar,12/4/20,Paco
Para nahum,12/4/20,Paco
Jaja xd pasalos,12/4/20,Paco
Pásalos xd,12/4/20,Paco
Tienes el del 2.1 y 2.2 pa?,12/4/20,Paco
Mamaron no entegare ejercicios,12/4/20,Paco
No pa,12/4/20,Paco
Seme olvidaron,12/4/20,Paco
En casa,12/4/20,Paco
Los que ya tenía echos,12/4/20,Paco
😞,12/4/20,Paco
Ahorita que revise mamaron,12/4/20,Paco
Nopi🥺,12/4/20,Paco
Le voy a decir al nahum,12/4/20,Paco
Aa ver que pex,12/4/20,Paco
https://www.tiktok.com/@hebertomoreira/photo/7325845887979113734?_r=1&u_code=dbbgj7g1meibk9&preview_pb=0&sharer_language=es&_d=e7a1893c9c5c12&share_item_id=7325845887979113734&source=h5_m&timestamp=1712971224&user_id=6804712130291221510&sec_user_id=MS4wLjABAAAA6VccdWbluh2emByikU7CRB8Y57JUJdMZ-XsgtVfVGjNXMUhq8dR_CHi9tUTBmXYw&aweme_type=150&pic_cnt=3&social_share_type=0&utm_source=whatsapp&utm_campaign=client_share&utm_medium=android&share_iid=7355555355382056709&share_link_id=4a67698e-e6d6-43df-81c4-fb4eae2e016d&share_app_id=1233&ugbiz_name=UNKNOWN&ug_btm=b6880%2Cb2878&enable_checksum=1,12/4/20,Paco
No se,12/4/20,Paco
Pa,12/4/20,Paco
Me acabo de dar cuenta que mr duck nos queda muy bien,12/4/20,Paco
El rtp está aladitp,12/4/20,Paco
Osea si pa,12/4/20,Paco
Y porcierto la morra si se fue a enfiestar,12/4/20,Paco
No pa,12/4/20,Paco
😞,12/4/20,Paco
Osea ya me contesto pero nomas dijo perdón por no contestar me fui a enfiestar,12/4/20,Paco
Si we,12/4/20,Paco
Jaja esta es buena,12/4/20,Paco
Hay jaja,12/4/20,Paco
Que cosas,12/4/20,Paco
Que pa,12/4/20,Paco
Aja,12/4/20,Paco
Noooo,12/4/20,Paco
Mamo,12/4/20,Paco
Te lo comiste?,12/4/20,Paco
F,12/4/20,Paco
A ver como llegas a puebla,12/4/20,Paco
Te echo la vendicion,12/4/20,Paco
Que ge dijieron?,12/4/20,Paco
Alv moho venenoso,12/4/20,Paco
Te regresaron tu dinero?,12/4/20,Paco
Pues si eso si jsjs ahora esperemos no mueras por intoxicación estomacal,12/4/20,Paco
Menos mal,12/4/20,Paco
Jsjs we me voy a hacer mamonsillo,12/4/20,Paco
Jaja ahí cuantas story time después de que haga efecto,12/4/20,Paco
Obvio pa,12/4/20,Paco
Jsjs,12/4/20,Paco
Jaja tranqui no pasa de una wuakarida,12/4/20,Paco
"Hoy mi mamá me dijo y del gym tarda como 6 meses en verse los cambios verdad y le digo yo ya los veo, y me dice Jaja ya te sientes mamado con 1 una semana de gym",12/4/20,Paco
Jaja mira en ese caso tendrás baño provado,12/4/20,Paco
Privado,12/4/20,Paco
Y yo así no manche jefa toque ya esta durito,12/4/20,Paco
Jaja,12/4/20,Paco
Si exacto jaja,12/4/20,Paco
Haber que día me presentas puebla,12/4/20,Paco
Pa,13/4/20,Paco
Estarás disponible las próximas 2 horas?,13/4/20,Paco
Pa mensajes?,13/4/20,Paco
Jajs esque voy al gym apenas jsjs y a lo mejor me salgan dudillas,13/4/20,Paco
<Multimedia omitido>,13/4/20,Paco
A xd,13/4/20,Paco
Pa,13/4/20,Paco
Para,13/4/20,Paco
Hip trust,13/4/20,Paco
A que distancia,13/4/20,Paco
La banca,13/4/20,Paco
Va,13/4/20,Paco
<Multimedia omitido>,13/4/20,Paco
Va,13/4/20,Paco
Va,13/4/20,Paco
Es la que hicimos con Mich verdad,13/4/20,Paco
Va,13/4/20,Paco
Cual es el curl de femoral,13/4/20,Paco
https://vm.tiktok.com/ZMMQVEJmn/,13/4/20,Paco
Se ve bueno,13/4/20,Paco
https://vm.tiktok.com/ZMMCFgR65/,14/4/20,Paco
Xd,14/4/20,Paco
Jaja,14/4/20,Paco
Te quiero bro,14/4/20,Paco
https://vm.tiktok.com/ZMMCq5umv/,15/4/20,Paco
Pa que entres pa,15/4/20,Paco
Mal guapo,15/4/20,Paco
Sigo con calentura y mal del estomago,15/4/20,Paco
Xd ya que le sabes bien,15/4/20,Paco
Si,15/4/20,Paco
Pero sigo mal pa,15/4/20,Paco
Jaja con eso sale todo,16/4/20,Paco
Pues que osea tengo infección estomacal fuerte y pues inflamado el estomago,16/4/20,Paco
Nopi,16/4/20,Paco
A cada 30 voy al baño y si hago fuerza capaz y se sale algo jaja,16/4/20,Paco
También ando preocupado pa porque hoy operan a mi mama,16/4/20,Paco
De un tumor en su matrix,16/4/20,Paco
Jaja,16/4/20,Paco
No quieres llevarme a mi casita,16/4/20,Paco
<Multimedia omitido>,16/4/20,Paco
Ya estoy en casa,16/4/20,Paco
Salió todo bien mañana viene a casa,16/4/20,Paco
Jsjs no te preocupes,16/4/20,Paco
https://vm.tiktok.com/ZMMXYCRmk/,16/4/20,Paco
We tiene unas piernitas,16/4/20,Paco
Como anda guapote,18/4/20,Paco
Este sábado si hay Pierna juntos o nelson,18/4/20,Paco
https://vm.tiktok.com/ZMM4JEWjy/,18/4/20,Paco
https://vm.tiktok.com/ZMM4edmYm/,18/4/20,Paco
Te acuerdas que cuando paso lo de ecuador y México te dije que había visto que decían que México era un ánimal que en ese momento no supe pero era los kapibaras,18/4/20,Paco
Y eso que te paso que ocupas a quien matamos?,18/4/20,Paco
Va,18/4/20,Paco
El server de python te fallo,19/4/20,Paco
Pude ser un fire wall,19/4/20,Paco
Pero como dice puedes instalarlo de forma manual si no,19/4/20,Paco
O estas en la vpn?,19/4/20,Paco
Puede ser la vpn la que no te deje,19/4/20,Paco
A eso si esta raro,19/4/20,Paco
Salte de la vpn y prueba y te conectas,19/4/20,Paco
De nuevo,19/4/20,Paco
Jsjs le estas poniendo el plt.show(),19/4/20,Paco
?,19/4/20,Paco
Ponselo a ver si con eso queda,19/4/20,Paco
Cual,19/4/20,Paco
A xd jaja,19/4/20,Paco
https://vm.tiktok.com/ZMM4ujNGM/,19/4/20,Paco
https://vm.tiktok.com/ZMM4sAvA1/,19/4/20,Paco
Chi como en cuanto llegas guapo?,20/4/20,Paco
Si guapo,20/4/20,Paco
Buen provecho,20/4/20,Paco
No,22/4/20,Paco
Ya nos fuimos guapo,22/4/20,Paco
En el cic,22/4/20,Paco
<Multimedia omitido>,22/4/20,Paco
chatgptpasarproba@gmail.com,22/4/20,Paco
pr0b@2023,22/4/20,Paco
Como vas de tiempo gupeton,23/4/20,Paco
Por donde vienes guapetón?,24/4/20,Paco
Como asi,24/4/20,Paco
Ya no hay chamba?,24/4/20,Paco
Ya se veía venir,24/4/20,Paco
Cuando,24/4/20,Paco
Jsjs ahora eres el analista,24/4/20,Paco
Santos camarones,24/4/20,Paco
Como asi,24/4/20,Paco
Jsjs,24/4/20,Paco
Diles ahora haré toda la chamba,24/4/20,Paco
Y no te contrataran a otro jefe?,24/4/20,Paco
La que puede,24/4/20,Paco
Eso va a tardar,24/4/20,Paco
Tu puedes,24/4/20,Paco
Jajaj,24/4/20,Paco
Capas y te ponen jefe que si le sabe,24/4/20,Paco
Capas y te ponen a dany,24/4/20,Paco
Dile a Dany que se postule,24/4/20,Paco
Estaría mucho más god,24/4/20,Paco
Jsjsj,24/4/20,Paco
Y si,24/4/20,Paco
Eh,24/4/20,Paco
Pero mira,24/4/20,Paco
Dani posiblemente es buen jefe,24/4/20,Paco
Jaja y si we yo también me metería de becario por eso,24/4/20,Paco
A purale a llegar,24/4/20,Paco
Ya llegaste pa?,24/4/20,Paco
Paco puedo invitar a alguien a tu casa?,24/4/20,Paco
Del libro,26/4/20,Paco
Que llevamos,26/4/20,Paco
.7 dijiste verdad,26/4/20,Paco
<Multimedia omitido>,26/4/20,Paco
https://vm.tiktok.com/ZMMgek29C/,26/4/20,Paco
Viaje gratis pa,26/4/20,Paco
Xd weno,26/4/20,Paco
Simón,26/4/20,Paco
Te aviso,26/4/20,Paco
No hay nadie estoy solo con el profe,26/4/20,Paco
No creo me dijo si no llegan falta y expones,26/4/20,Paco
Estoy yo y el chuy,26/4/20,Paco
El 2.4 y 2.5,26/4/20,Paco
Ya cancelo clase,26/4/20,Paco
Onde vienes,26/4/20,Paco
null,26/4/20,Paco
Ah no se,26/4/20,Paco
Sería ahorita que salgan de botello,26/4/20,Paco
?,26/4/20,Paco
Hay agarras mi mono,26/4/20,Paco
Paco,26/4/20,Paco
Uwu,26/4/20,Paco
<Multimedia omitido>,26/4/20,Paco
<Multimedia omitido>,26/4/20,Paco
<Multimedia omitido>,26/4/20,Paco
<Multimedia omitido>,26/4/20,Paco
<Multimedia omitido>,26/4/20,Paco
Existencia,26/4/20,Paco
https://vm.tiktok.com/ZMMghtSVP/,27/4/20,Paco
Jose es el verdadero tu,27/4/20,Paco
Xd,29/4/20,Paco
Andamos en el 4113,29/4/20,Paco
Vente,29/4/20,Paco
Donde esta manu,29/4/20,Paco
Hai,29/4/20,Paco
Jaja,29/4/20,Paco
Sip ya me dijo,29/4/20,Paco
Anda en smart,29/4/20,Paco
Ya salte de botello jaja,29/4/20,Paco
<Multimedia omitido>,29/4/20,Paco
<Multimedia omitido>,29/4/20,Paco
Hola,29/4/20,Paco
Como estan,29/4/20,Paco
"Ya salieron,",29/4/20,Paco
?,29/4/20,Paco
Xd,29/4/20,Paco
F,29/4/20,Paco
Nosotros ya,29/4/20,Paco
Si,29/4/20,Paco
